CVE_MUNICIPIO,feb,mar,abr,may,ju,jul,ago,sep,oct,nov,dic,total
31047,NA,NA,NA,220000,270000,270000,270000,270000,270000,255000,255000,2080000
31048,NA,NA,NA,1680000,1875000,1945000,1910000,1910000,1910000,1885000,1855000,14970000
31050,NA,NA,NA,NA,50000,NA,NA,NA,NA,NA,55000,105000
31052,1950000,1935000,1935000,1940000,1950000,1940000,1945000,1935000,1935000,1875000,1880000,21220000
31053,NA,NA,NA,140000,555000,595000,575000,575000,575000,575000,575000,4165000
31054,NA,NA,NA,470000,575000,575000,575000,575000,575000,575000,575000,4495000
31055,NA,NA,NA,85000,435000,435000,435000,435000,435000,435000,440000,3135000
31056,NA,NA,NA,480000,480000,480000,480000,480000,480000,480000,575000,3935000
31057,NA,NA,NA,645000,695000,695000,695000,695000,695000,680000,690000,5490000
31058,10000,NA,NA,635000,920000,990000,955000,955000,955000,955000,955000,7330000
31060,985000,985000,985000,995000,985000,990000,1000000,1000000,1000000,995000,995000,10915000
31062,NA,NA,NA,250000,250000,250000,250000,250000,250000,250000,245000,1995000
31065,NA,NA,NA,10000,10000,10000,10000,10000,10000,10000,NA,70000
31066,NA,NA,NA,400000,450000,790000,620000,620000,620000,620000,615000,4735000
31067,NA,NA,NA,NA,285000,365000,325000,325000,325000,310000,305000,2240000
31068,NA,NA,NA,190000,190000,190000,190000,185000,185000,185000,185000,1500000
31070,NA,NA,NA,165000,185000,185000,185000,185000,185000,185000,180000,1455000
31071,200000,195000,195000,195000,195000,195000,195000,195000,195000,195000,190000,2145000
31072,NA,NA,NA,235000,235000,235000,235000,235000,235000,230000,230000,1870000
31073,NA,NA,NA,280000,285000,285000,285000,285000,285000,285000,285000,2275000
31074,NA,NA,NA,205000,210000,205000,205000,205000,205000,205000,210000,1650000
31075,NA,NA,NA,275000,295000,300000,295000,295000,295000,285000,280000,2320000
31076,NA,NA,NA,380000,850000,1090000,970000,970000,970000,965000,960000,7155000
31078,670000,670000,665000,665000,660000,660000,660000,660000,660000,655000,655000,7280000
31079,2915000,2895000,2885000,3510000,3415000,3475000,3460000,3460000,3460000,3425000,3290000,36190000
31080,NA,NA,NA,NA,NA,10000,5000,5000,5000,5000,NA,30000
31081,245000,245000,245000,370000,305000,375000,375000,380000,380000,380000,315000,3615000
31082,NA,NA,NA,NA,45000,45000,45000,45000,45000,45000,45000,315000
31084,NA,NA,NA,505000,515000,515000,515000,515000,515000,515000,500000,4095000
31085,2240000,2230000,2225000,2355000,2435000,2400000,2395000,2395000,2395000,2395000,2395000,25860000
31086,NA,NA,NA,250000,250000,250000,250000,250000,250000,250000,240000,1990000
31088,NA,NA,NA,135000,135000,135000,135000,135000,135000,135000,135000,1080000
31089,NA,NA,NA,NA,100000,280000,200000,210000,210000,210000,210000,1420000
31091,970000,945000,950000,965000,985000,970000,965000,965000,965000,960000,960000,10600000
31092,NA,NA,NA,450000,485000,485000,485000,480000,480000,480000,480000,3825000
31093,1075000,1055000,1035000,1045000,1060000,1035000,1040000,1040000,1040000,1005000,1010000,11440000
31094,NA,NA,NA,355000,575000,575000,575000,580000,580000,575000,575000,4390000
31096,1950000,1940000,1910000,3600000,4005000,4035000,4015000,4015000,4015000,3990000,3980000,37455000
31097,995000,995000,995000,995000,970000,975000,975000,975000,975000,965000,965000,10780000
31098,1855000,1800000,1790000,2040000,2160000,2110000,2110000,2110000,2110000,2080000,2085000,22250000
31099,180000,180000,180000,180000,115000,180000,185000,185000,185000,185000,120000,1875000
31101,NA,NA,NA,145000,145000,145000,145000,145000,145000,145000,145000,1160000
31102,2285000,2270000,2265000,2315000,2370000,2360000,2455000,2460000,2460000,2460000,2450000,26150000
31105,NA,NA,NA,90000,100000,100000,100000,95000,95000,95000,90000,765000
32026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,5000
32042,NA,NA,NA,95000,95000,95000,95000,95000,95000,95000,10000,675000
